39.949741	-75.180969	0.01
39.942951	-75.159554	0.01
39.942951	-75.159554	0.01
39.942951	-75.159554	0.01
39.942951	-75.159554	0.01
39.93401	-75.15094	0.01
39.95295	-75.139793	0.01
39.950119	-75.144722	0.01
39.952728	-75.15979	0.01
39.932308	-75.181541	0.01
39.96265	-75.161743	0.01
39.950119	-75.144722	0.01
39.94733	-75.144028	0.01
39.94733	-75.144028	0.01
39.950481	-75.172859	0.01
39.950481	-75.172859	0.01
39.945271	-75.17971	0.01
39.949219	-75.190361	0.01
39.945271	-75.17971	0.01
39.940609	-75.149582	0.01
39.967442	-75.175072	0.01
39.964581	-75.180031	0.01
39.945171	-75.159927	0.01
39.945271	-75.17971	0.01
39.976688	-75.158127	0.01
39.94426	-75.181343	0.01
39.94426	-75.181343	0.01
39.967442	-75.175072	0.01
39.964581	-75.180031	0.01
39.978409	-75.223991	0.01
39.964581	-75.180031	0.01
39.9384	-75.173271	0.01
39.955761	-75.189819	0.01
39.953732	-75.218246	0.01
39.94733	-75.144028	0.01
39.945091	-75.142502	0.01
39.953781	-75.163742	0.01
39.960621	-75.139832	0.01
39.960621	-75.139832	0.01
39.964581	-75.180031	0.01
39.954861	-75.180908	0.01
39.964581	-75.180031	0.01
39.940609	-75.149582	0.01
39.954239	-75.161377	0.01
39.940609	-75.149582	0.01
39.951969	-75.179428	0.01
39.980049	-75.15522	0.01
39.951969	-75.179428	0.01
39.93549	-75.167107	0.01
39.928841	-75.170212	0.01
