39.9921527	-75.17465198
39.97620179	-75.18119628
39.91779294	-75.16924539
40.05228406	-75.23655949
40.07472281	-75.20812884
40.05461406	-75.13822733
40.0464995	-75.09953853
40.07304479	-75.07653046
40.03965993	-75.2246363
39.9221272	-75.15369296
39.86689719	-75.2327548
39.97113926	-75.24067021
40.00893092	-75.19454533
40.06989238	-75.15675106
40.0443188	-75.1443075
40.03150696	-75.11766311
39.99705987	-75.15251948
39.93337306	-75.1423015
40.01837903	-75.06331029
40.02874759	-75.09808947
40.04071195	-75.03105176
40.09112291	-75.03229006
40.05435244	-75.00496192
39.93939318	-75.19422205
39.89349309	-75.23851444
40.00142543	-75.06600151
39.96382799	-75.19263953
39.92312701	-75.18655682
39.96974641	-75.14336395
39.94602695	-75.22501763
40.01109716	-75.12706268
40.02023012	-75.04537241
39.9535953	-75.17560763
39.95967244	-75.23289598
40.02579505	-75.14323705
40.05179124	-75.06767043
39.92555471	-75.2339074
40.01118649	-75.16477736
39.94220407	-75.16548597
39.98750702	-75.13590434
39.93352301	-75.14790235
39.95823514	-75.20758744
39.97883214	-75.11833479
40.0041685	-75.09985066
39.95257249	-75.14657241
40.05491273	-75.1873086
39.9326871	-75.16377215
39.94219915	-75.15252444
40.02676861	-75.2264257
39.96952565	-75.16299867
40.01697825	-75.08134754
39.97675899	-75.21278495
40.05980322	-75.04349169
40.03886618	-75.17123599
39.95464653	-75.15583012
40.08999824	-74.98499546
39.93699927	-75.1769442
39.99356677	-75.12292048
39.97851849	-75.16660343
39.98897242	-75.10012356
39.92189203	-75.20319804
39.96044891	-75.14300411
40.03597609	-75.0013219
40.01126204	-75.12746303
39.90190355	-75.23877734
39.95330921	-75.14279697
40.0129172	-75.12523251
